,fid,title,description,category,price,length,rating,actors,_merge
209,15,ALIEN CENTER,A Brilliant Drama of a Cat And a Mad Scientist who must Battle a Feminist in A MySQL Convention,Foreign,2.99,46,NC-17,"BURT DUKAKIS, KENNETH PALTROW, SIDNEY CROWE, RENEE TRACY, HUMPHREY WILLIS, MENA HOPPER",left_only
210,410,HEAVEN FREEDOM,A Intrepid Story of a Butler And a Car who must Vanquish a Man in New Orleans,Comedy,2.99,48,PG,"BURT DUKAKIS, KIRK JOVOVICH, CHARLIZE DENCH, ADAM HOPPER, RICHARD PENN, MORGAN WILLIAMS, ALBERT JOHANSSON, FAY WINSLET, OPRAH KILMER, GREGORY GOODING",left_only
211,410,HEAVEN FREEDOM,A Intrepid Story of a Butler And a Car who must Vanquish a Man in New Orleans,Comedy,2.99,48,PG,"BURT DUKAKIS, KIRK JOVOVICH, MORGAN WILLIAMS, RICHARD PENN, ADAM HOPPER, CHARLIZE DENCH, ALBERT JOHANSSON, GREGORY GOODING, OPRAH KILMER, FAY WINSLET",right_only
212,875,TALENTED HOMICIDE,A Lacklusture Panorama of a Dentist And a Forensic Psychologist who must Outrace a Pioneer in A U-Boat,Sports,0.99,173,PG,"BURT DUKAKIS, NICK STALLONE, MINNIE ZELLWEGER, JANE JACKMAN, JADA RYDER",left_only
213,569,MENAGERIE RUSHMORE,A Unbelieveable Panorama of a Composer And a Butler who must Overcome a Database Administrator in The First Manned Space Station,Animation,2.99,147,G,"BURT DUKAKIS, RAY JOHANSSON",right_only
214,569,MENAGERIE RUSHMORE,A Unbelieveable Panorama of a Composer And a Butler who must Overcome a Database Administrator in The First Manned Space Station,Animation,2.99,147,G,"BURT DUKAKIS, RAY JOHANSSON",left_only
215,498,KILLER INNOCENT,A Fanciful Character Study of a Student And a Explorer who must Succumb a Composer in An Abandoned Mine Shaft,Family,2.99,161,R,"BURT POSEY, ANGELINA ASTAIRE, DARYL WAHLBERG, WHOOPI HURT, MERYL ALLEN",left_only
216,764,SATURDAY LAMBS,A Thoughtful Reflection of a Mad Scientist And a Moose who must Kill a Husband in A Baloon,Sports,4.99,150,G,"BURT POSEY, BEN WILLIS, JAMES PITT, GRETA KEITEL, MENA HOPPER, GENE MCKELLEN, VIVIEN BERGEN, RIP CRAWFORD, PENELOPE PINKETT",right_only
217,667,PEACH INNOCENT,A Action-Packed Drama of a Monkey And a Dentist who must Chase a Butler in Berlin,Sports,2.99,160,PG-13,"BURT POSEY, GROUCHO WILLIAMS, TIM HACKMAN, MILLA PECK, GARY PENN",right_only
218,143,CHILL LUCK,A Lacklusture Epistle of a Boat And a Technical Writer who must Fight a A Shark in The Canadian Rockies,Drama,0.99,142,PG,"BURT POSEY, MARY TANDY, WARREN JACKMAN, WOODY JOLIE, MEG HAWKE",right_only
219,446,HYSTERICAL GRAIL,A Amazing Saga of a Madman And a Dentist who must Build a Car in A Manhattan Penthouse,Sports,4.99,150,PG,"BURT POSEY, MINNIE ZELLWEGER, CHARLIZE DENCH, MEG HAWKE, WALTER TORN, JULIANNE DENCH, MORGAN WILLIAMS, LUCILLE DEE, JAYNE NOLTE",left_only
220,34,ARABIA DOGMA,A Touching Epistle of a Madman And a Mad Cow who must Defeat a Student in Nigeria,Horror,0.99,62,NC-17,"BURT POSEY, SEAN WILLIAMS, JUDE CRUISE, JOHNNY CAGE, JULIA MCQUEEN, RIP CRAWFORD, KARL BERRY, LISA MONROE, GRETA MALDEN, FRANCES TOMEI, RUSSELL BACALL, WALTER TORN",right_only
221,851,STRAIGHT HOURS,A Boring Panorama of a Secret Agent And a Girl who must Sink a Waitress in The Outback,Sports,0.99,151,R,"BURT TEMPLE, DAN HARRIS, HUMPHREY WILLIS",right_only
222,376,GRAPES FURY,A Boring Yarn of a Mad Cow And a Sumo Wrestler who must Meet a Robot in Australia,Foreign,0.99,155,G,"BURT TEMPLE, HENRY BERRY, CARMEN HUNT, MARY TANDY, LUCILLE DEE",right_only
223,335,FREEDOM CLEOPATRA,A Emotional Reflection of a Dentist And a Mad Cow who must Face a Squirrel in A Baloon,Comedy,0.99,133,PG-13,"CAMERON STREEP, ALEC WAYNE, TOM MCKELLEN, RAY JOHANSSON, CHRISTOPHER BERRY",left_only
224,781,SEVEN SWARM,A Unbelieveable Character Study of a Dog And a Mad Cow who must Kill a Monkey in Berlin,Games,4.99,127,R,"CAMERON STREEP, DAN HARRIS, CAMERON WRAY, ANGELINA ASTAIRE, GINA DEGENERES, ED MANSFIELD, JAYNE SILVERSTONE",left_only
225,653,PANIC CLUB,A Fanciful Display of a Teacher And a Crocodile who must Succumb a Girl in A Baloon,Horror,4.99,102,G,"CAMERON STREEP, DAN STREEP, HARVEY HOPE",left_only
226,148,CHOCOLATE DUCK,A Unbelieveable Story of a Mad Scientist And a Technical Writer who must Discover a Composer in Ancient China,Foreign,2.99,132,R,"CAMERON STREEP, GARY PENN, MINNIE ZELLWEGER, JULIANNE DENCH, GROUCHO WILLIAMS, HUMPHREY WILLIS, JOE SWANK",right_only
227,83,BLUES INSTINCT,A Insightful Documentary of a Boat And a Composer who must Meet a Forensic Psychologist in An Abandoned Fun House,Family,2.99,50,G,"CAMERON STREEP, GROUCHO DUNST, SALMA NOLTE, MATTHEW CARREY",left_only
228,653,PANIC CLUB,A Fanciful Display of a Teacher And a Crocodile who must Succumb a Girl in A Baloon,Horror,4.99,102,G,"CAMERON STREEP, HARVEY HOPE, DAN STREEP",right_only
229,194,CROW GREASE,A Awe-Inspiring Documentary of a Woman And a Husband who must Sink a Database Administrator in The First Manned Space Station,Action,0.99,104,PG,"CAMERON STREEP, JODIE DEGENERES, SCARLETT DAMON, CHRIS BRIDGES, WALTER TORN, GROUCHO DUNST, CAMERON ZELLWEGER, MORGAN MCDORMAND, FRANCES TOMEI, LISA MONROE",left_only
230,83,BLUES INSTINCT,A Insightful Documentary of a Boat And a Composer who must Meet a Forensic Psychologist in An Abandoned Fun House,Family,2.99,50,G,"CAMERON STREEP, MATTHEW CARREY, SALMA NOLTE, GROUCHO DUNST",right_only
231,126,CASUALTIES ENCINO,A Insightful Yarn of a A Shark And a Pastry Chef who must Face a Boy in A Monastery,Action,4.99,179,G,"CAMERON STREEP, MENA TEMPLE, DARYL WAHLBERG, GROUCHO DUNST, SUSAN DAVIS",left_only
232,704,PURE RUNNER,A Thoughtful Documentary of a Student And a Madman who must Challenge a Squirrel in A Manhattan Penthouse,Comedy,2.99,121,NC-17,"CAMERON STREEP, MILLA KEITEL",left_only
233,178,CONNECTION MICROCOSMOS,A Fateful Documentary of a Crocodile And a Husband who must Face a Husband in The First Manned Space Station,Comedy,0.99,115,G,"CAMERON STREEP, NATALIE HOPKINS, SCARLETT DAMON, RENEE TRACY, FAY WINSLET, RUSSELL TEMPLE, VIVIEN BASINGER",left_only
234,242,DOOM DANCING,A Astounding Panorama of a Car And a Mad Scientist who must Battle a Lumberjack in A MySQL Convention,Comedy,0.99,68,R,"CAMERON STREEP, NICK STALLONE, CHRISTIAN AKROYD, JESSICA BAILEY, MAE HOFFMAN, WOODY JOLIE, WARREN NOLTE, CHRIS DEPP",left_only
235,829,SPINAL ROCKY,A Lacklusture Epistle of a Sumo Wrestler And a Squirrel who must Defeat a Explorer in California,Family,2.99,138,PG-13,"CAMERON STREEP, PARKER GOLDBERG, NATALIE HOPKINS, MARY TANDY, CHRISTOPHER BERRY, CHRIS BRIDGES, RUSSELL BACALL, CATE HARRIS",left_only
236,405,HAUNTED ANTITRUST,A Amazing Saga of a Man And a Dentist who must Reach a Technical Writer in Ancient India,Travel,4.99,76,NC-17,"CAMERON STREEP, SEAN WILLIAMS, FAY WINSLET, ALAN DREYFUSS, WILLIAM HACKMAN",left_only
237,585,MOB DUFFEL,A Unbelieveable Documentary of a Frisbee And a Boat who must Meet a Boy in The Canadian Rockies,Drama,0.99,105,G,"CAMERON STREEP, SISSY SOBIESKI, TIM HACKMAN, CHRISTIAN NEESON, MATTHEW LEIGH, GROUCHO DUNST",right_only
238,585,MOB DUFFEL,A Unbelieveable Documentary of a Frisbee And a Boat who must Meet a Boy in The Canadian Rockies,Drama,0.99,105,G,"CAMERON STREEP, SISSY SOBIESKI, TIM HACKMAN, CHRISTIAN NEESON, MATTHEW LEIGH, GROUCHO DUNST",left_only
239,763,SATISFACTION CONFIDENTIAL,A Lacklusture Yarn of a Dentist And a Butler who must Meet a Secret Agent in Ancient China,Sports,4.99,75,G,"CAMERON WRAY, GROUCHO DUNST, KEVIN GARLAND, GENE MCKELLEN, JOHN SUVARI",left_only
240,809,SLIPPER FIDELITY,A Taut Reflection of a Secret Agent And a Man who must Redeem a Explorer in A MySQL Convention,Sports,0.99,156,PG-13,"CAMERON WRAY, JAMES PITT, GRETA KEITEL, JANE JACKMAN, AL GARLAND, MICHAEL BENING, JEFF SILVERSTONE",left_only
241,981,WOLVES DESIRE,A Fast-Paced Drama of a Squirrel And a Robot who must Succumb a Technical Writer in A Manhattan Penthouse,Travel,0.99,55,NC-17,"CAMERON WRAY, JAYNE NEESON, GRETA KEITEL, MORGAN HOPKINS, JESSICA BAILEY, SANDRA KILMER",right_only
242,249,DRACULA CRYSTAL,A Thrilling Reflection of a Feminist And a Cat who must Find a Frisbee in An Abandoned Fun House,Classics,0.99,176,G,"CAMERON WRAY, MORGAN WILLIAMS, REESE WEST, NICK WAHLBERG, JODIE DEGENERES, CARMEN HUNT, IAN TANDY, MICHELLE MCCONAUGHEY, SEAN WILLIAMS, BEN WILLIS, GREG CHAPLIN, MORGAN HOPKINS, DARYL CRAWFORD",right_only
243,167,COMA HEAD,A Awe-Inspiring Drama of a Boy And a Frisbee who must Escape a Pastry Chef in California,Travel,4.99,109,NC-17,"CAMERON WRAY, RENEE TRACY, GEOFFREY HESTON",right_only
244,167,COMA HEAD,A Awe-Inspiring Drama of a Boy And a Frisbee who must Escape a Pastry Chef in California,Travel,4.99,109,NC-17,"CAMERON WRAY, RENEE TRACY, GEOFFREY HESTON",left_only
245,225,DESTINATION JERK,A Beautiful Yarn of a Teacher And a Cat who must Build a Car in A U-Boat,Drama,0.99,76,PG-13,"CAMERON WRAY, RIP CRAWFORD, GRACE MOSTEL",right_only
246,633,OCTOBER SUBMARINE,A Taut Epistle of a Monkey And a Boy who must Confront a Husband in A Jet Boat,Classics,4.99,54,PG-13,"CAMERON WRAY, SEAN GUINESS, EMILY DEE, LIZA BERGMAN, GRACE MOSTEL",right_only
247,278,ELF MURDER,A Action-Packed Story of a Frisbee And a Woman who must Reach a Girl in An Abandoned Mine Shaft,Music,4.99,155,NC-17,"CAMERON WRAY, WARREN NOLTE, GENE HOPKINS, ALBERT JOHANSSON, AUDREY BAILEY",left_only
248,98,BRIGHT ENCOUNTERS,A Fateful Yarn of a Lumberjack And a Feminist who must Conquer a Student in A Jet Boat,Drama,4.99,73,PG-13,"CAMERON ZELLWEGER, ALBERT NOLTE, RENEE BALL, MERYL ALLEN",right_only
249,98,BRIGHT ENCOUNTERS,A Fateful Yarn of a Lumberjack And a Feminist who must Conquer a Student in A Jet Boat,Drama,4.99,73,PG-13,"CAMERON ZELLWEGER, ALBERT NOLTE, RENEE BALL, MERYL ALLEN",left_only
250,61,BEAUTY GREASE,A Fast-Paced Display of a Composer And a Moose who must Sink a Robot in An Abandoned Mine Shaft,Drama,4.99,175,G,"CAMERON ZELLWEGER, ED MANSFIELD, LUCILLE DEE, NICK DEGENERES, MICHAEL BENING",left_only
251,973,WIFE TURN,A Awe-Inspiring Epistle of a Teacher And a Feminist who must Confront a Pioneer in Ancient Japan,Documentary,4.99,183,NC-17,"CAMERON ZELLWEGER, GRETA MALDEN, MICHAEL BOLGER, GINA DEGENERES, JULIA BARRYMORE, WOODY HOFFMAN",right_only
252,407,HAWK CHILL,A Action-Packed Drama of a Mad Scientist And a Composer who must Outgun a Car in Australia,Documentary,0.99,47,PG-13,"CAMERON ZELLWEGER, IAN TANDY, CARMEN HUNT, CATE MCQUEEN, ANNE CRONYN, PARKER GOLDBERG, REESE KILMER",right_only
253,382,GRIT CLOCKWORK,A Thoughtful Display of a Dentist And a Squirrel who must Confront a Lumberjack in A Shark Tank,Games,0.99,137,PG,"CAMERON ZELLWEGER, KEVIN GARLAND, GEOFFREY HESTON",right_only
254,382,GRIT CLOCKWORK,A Thoughtful Display of a Dentist And a Squirrel who must Confront a Lumberjack in A Shark Tank,Games,0.99,137,PG,"CAMERON ZELLWEGER, KEVIN GARLAND, GEOFFREY HESTON",left_only
255,643,ORIENT CLOSER,A Astounding Epistle of a Technical Writer And a Teacher who must Fight a Squirrel in The Sahara Desert,Drama,2.99,118,R,"CAMERON ZELLWEGER, MATTHEW LEIGH, SCARLETT DAMON, LUCILLE TRACY",right_only
256,732,RINGS HEARTBREAKERS,A Amazing Yarn of a Sumo Wrestler And a Boat who must Conquer a Waitress in New Orleans,Action,0.99,58,G,"CAMERON ZELLWEGER, MORGAN HOPKINS, MINNIE KILMER, ED GUINESS, JEFF SILVERSTONE, SANDRA PECK, JOHNNY LOLLOBRIGIDA, RIP CRAWFORD, JUDY DEAN, NATALIE HOPKINS, SYLVESTER DERN",right_only
257,414,HELLFIGHTERS SIERRA,A Taut Reflection of a A Shark And a Dentist who must Battle a Boat in Soviet Georgia,Foreign,2.99,75,PG,"CAMERON ZELLWEGER, PENELOPE MONROE, ALBERT NOLTE, ED MANSFIELD, HARVEY HOPE, GRACE MOSTEL, CUBA OLIVIER, SANDRA KILMER, MICHELLE MCCONAUGHEY, JAMES PITT, JIM MOSTEL, SPENCER DEPP",right_only
258,555,MALLRATS UNITED,A Thrilling Yarn of a Waitress And a Dentist who must Find a Hunter in A Monastery,Comedy,0.99,133,PG,"CAMERON ZELLWEGER, VAL BOLGER, NICK WAHLBERG, VIVIEN BASINGER, MARY KEITEL",right_only
259,664,PATRIOT ROMAN,A Taut Saga of a Robot And a Database Administrator who must Challenge a Astronaut in California,Action,2.99,65,PG,"CARMEN HUNT, ALBERT NOLTE, KIM ALLEN, RENEE BALL",left_only
260,915,TRUMAN CRAZY,A Thrilling Epistle of a Moose And a Boy who must Meet a Database Administrator in A Monastery,Action,4.99,92,G,"CARMEN HUNT, BURT DUKAKIS, GENE HOPKINS, SIDNEY CROWE, JESSICA BAILEY, MARY TANDY",right_only
261,474,JADE BUNCH,A Insightful Panorama of a Squirrel And a Mad Cow who must Confront a Student in The First Manned Space Station,Sports,2.99,174,NC-17,"CARMEN HUNT, DAN HARRIS, ANGELINA ASTAIRE, CAMERON ZELLWEGER, ED MANSFIELD, MERYL GIBSON, RENEE BALL, THORA TEMPLE",left_only
262,388,GUNFIGHT MOON,A Epic Reflection of a Pastry Chef And a Explorer who must Reach a Dentist in The Sahara Desert,Comedy,0.99,70,NC-17,"CARMEN HUNT, GINA DEGENERES, KEVIN GARLAND, RUSSELL CLOSE",left_only
263,675,PHANTOM GLORY,A Beautiful Documentary of a Astronaut And a Crocodile who must Discover a Madman in A Monastery,New,2.99,60,NC-17,"CARMEN HUNT, GROUCHO DUNST",right_only
264,675,PHANTOM GLORY,A Beautiful Documentary of a Astronaut And a Crocodile who must Discover a Madman in A Monastery,New,2.99,60,NC-17,"CARMEN HUNT, GROUCHO DUNST",left_only
265,376,GRAPES FURY,A Boring Yarn of a Mad Cow And a Sumo Wrestler who must Meet a Robot in Australia,Foreign,0.99,155,G,"CARMEN HUNT, HENRY BERRY, MARY TANDY, LUCILLE DEE, BURT TEMPLE",left_only
266,999,ZOOLANDER FICTION,A Fateful Reflection of a Waitress And a Boat who must Discover a Sumo Wrestler in Ancient China,Children,2.99,101,R,"CARMEN HUNT, JADA RYDER, MARY TANDY, PENELOPE CRONYN, WHOOPI HURT",right_only
267,951,VOYAGE LEGALLY,A Epic Tale of a Squirrel And a Hunter who must Conquer a Boy in An Abandoned Mine Shaft,Classics,0.99,78,PG-13,"CARMEN HUNT, JAYNE NEESON, ANGELA HUDSON, MARY TANDY, MEG HAWKE",right_only
268,951,VOYAGE LEGALLY,A Epic Tale of a Squirrel And a Hunter who must Conquer a Boy in An Abandoned Mine Shaft,Classics,0.99,78,PG-13,"CARMEN HUNT, JAYNE NEESON, ANGELA HUDSON, MARY TANDY, MEG HAWKE",left_only
269,596,MOONSHINE CABIN,A Thoughtful Display of a Astronaut And a Feminist who must Chase a Frisbee in A Jet Boat,Games,4.99,171,PG-13,"CARMEN HUNT, JODIE DEGENERES, MATTHEW CARREY, WILLIAM HACKMAN, GREGORY GOODING",right_only
270,424,HOLOCAUST HIGHBALL,A Awe-Inspiring Yarn of a Composer And a Man who must Find a Robot in Soviet Georgia,Children,0.99,149,R,"CARMEN HUNT, MARY TANDY, DARYL WAHLBERG, PENELOPE MONROE, WILLIAM HACKMAN",left_only
271,999,ZOOLANDER FICTION,A Fateful Reflection of a Waitress And a Boat who must Discover a Sumo Wrestler in Ancient China,Children,2.99,101,R,"CARMEN HUNT, MARY TANDY, PENELOPE CRONYN, WHOOPI HURT, JADA RYDER",left_only
272,584,MIXED DOORS,A Taut Drama of a Womanizer And a Lumberjack who must Succumb a Pioneer in Ancient India,Foreign,2.99,180,PG-13,"CARMEN HUNT, MICHELLE MCCONAUGHEY, DAN STREEP, ALBERT NOLTE, IAN TANDY, MICHAEL BOLGER",left_only
273,20,AMELIE HELLFIGHTERS,A Boring Drama of a Woman And a Squirrel who must Conquer a Student in A Baloon,Music,4.99,79,R,"CARMEN HUNT, WALTER TORN, ED MANSFIELD, EWAN GOODING, IAN TANDY, LAURA BRODY",left_only
274,20,AMELIE HELLFIGHTERS,A Boring Drama of a Woman And a Squirrel who must Conquer a Student in A Baloon,Music,4.99,79,R,"CARMEN HUNT, WALTER TORN, ED MANSFIELD, IAN TANDY, LAURA BRODY, EWAN GOODING",right_only
275,240,DOLLS RAGE,A Thrilling Display of a Pioneer And a Frisbee who must Escape a Teacher in The Outback,Sci-Fi,2.99,120,PG-13,CARY MCCONAUGHEY,right_only
276,240,DOLLS RAGE,A Thrilling Display of a Pioneer And a Frisbee who must Escape a Teacher in The Outback,Sci-Fi,2.99,120,PG-13,CARY MCCONAUGHEY,left_only
277,78,BLACKOUT PRIVATE,A Intrepid Yarn of a Pastry Chef And a Mad Scientist who must Challenge a Secret Agent in Ancient Japan,Animation,2.99,85,PG,"CARY MCCONAUGHEY, CAMERON ZELLWEGER, KENNETH HOFFMAN, MATTHEW CARREY, SANDRA KILMER",right_only
278,13,ALI FOREVER,A Action-Packed Drama of a Dentist And a Crocodile who must Battle a Feminist in The Canadian Rockies,Horror,4.99,150,PG,"CARY MCCONAUGHEY, CHRISTOPHER BERRY, KENNETH TORN, MORGAN MCDORMAND, JON CHASE",left_only
279,22,AMISTAD MIDSUMMER,A Emotional Character Study of a Dentist And a Crocodile who must Meet a Sumo Wrestler in California,New,2.99,85,G,"CARY MCCONAUGHEY, DARYL WAHLBERG, SALMA NOLTE, SCARLETT BENING",left_only
280,943,VILLAIN DESPERATE,A Boring Yarn of a Pioneer And a Feminist who must Redeem a Cat in An Abandoned Amusement Park,Documentary,4.99,76,PG-13,"CARY MCCONAUGHEY, DUSTIN TAUTOU",right_only
281,261,DUFFEL APOCALYPSE,A Emotional Display of a Boat And a Explorer who must Challenge a Madman in A MySQL Convention,Documentary,0.99,171,G,"CARY MCCONAUGHEY, GROUCHO SINATRA, EWAN GOODING",left_only
282,566,MAUDE MOD,A Beautiful Documentary of a Forensic Psychologist And a Cat who must Reach a Astronaut in Nigeria,Foreign,0.99,72,R,"CARY MCCONAUGHEY, JAMES PITT, GROUCHO DUNST, OLYMPIA PFEIFFER, ED GUINESS, ROCK DUKAKIS",left_only
283,13,ALI FOREVER,A Action-Packed Drama of a Dentist And a Crocodile who must Battle a Feminist in The Canadian Rockies,Horror,4.99,150,PG,"CARY MCCONAUGHEY, JON CHASE, MORGAN MCDORMAND, KENNETH TORN, CHRISTOPHER BERRY",right_only
284,224,DESPERATE TRAINSPOTTING,A Epic Yarn of a Forensic Psychologist And a Teacher who must Face a Lumberjack in California,Travel,4.99,81,G,"CARY MCCONAUGHEY, RENEE TRACY, MORGAN WILLIAMS, RENEE BALL",left_only
285,442,HUNTING MUSKETEERS,A Thrilling Reflection of a Pioneer And a Dentist who must Outrace a Womanizer in An Abandoned Mine Shaft,Family,2.99,65,NC-17,"CARY MCCONAUGHEY, SEAN GUINESS, JULIANNE DENCH, MICHAEL BENING, WILLIAM HACKMAN",left_only
286,740,ROLLERCOASTER BRINGING,A Beautiful Drama of a Robot And a Lumberjack who must Discover a Technical Writer in A Shark Tank,Horror,2.99,153,PG-13,"CATE HARRIS, HARRISON BALE, JON CHASE",right_only
287,840,STAMPEDE DISTURBING,A Unbelieveable Tale of a Woman And a Lumberjack who must Fight a Frisbee in A U-Boat,Games,0.99,75,R,"CATE HARRIS, VIVIEN BASINGER, NATALIE HOPKINS, MAE HOFFMAN, RIP WINSLET, VAL BOLGER",right_only
288,191,CROOKED FROGMEN,A Unbelieveable Drama of a Hunter And a Database Administrator who must Battle a Crocodile in An Abandoned Amusement Park,Children,0.99,143,PG-13,"CATE HARRIS, WILLIAM HACKMAN, LAURENCE BULLOCK, ALBERT JOHANSSON, JOE SWANK, CHRISTIAN GABLE",right_only
289,82,BLOOD ARGONAUTS,A Boring Drama of a Explorer And a Man who must Kill a Lumberjack in A Manhattan Penthouse,Family,0.99,71,G,"CATE MCQUEEN, ADAM HOPPER, LAURA BRODY, CUBA BIRCH",left_only
290,899,TOWERS HURRICANE,A Fateful Display of a Monkey And a Car who must Sink a Husband in A MySQL Convention,Classics,0.99,144,NC-17,"CATE MCQUEEN, ADAM HOPPER, RUSSELL TEMPLE, CUBA BIRCH",left_only
291,336,FRENCH HOLIDAY,A Thrilling Epistle of a Dog And a Feminist who must Kill a Madman in Berlin,Documentary,4.99,99,PG,"CATE MCQUEEN, AUDREY OLIVIER, JODIE DEGENERES, DAN STREEP, WILL WILSON, HUMPHREY GARLAND, ED CHASE",right_only
292,485,JERSEY SASSY,A Lacklusture Documentary of a Madman And a Mad Cow who must Find a Feminist in Ancient Japan,Children,4.99,60,PG,"CATE MCQUEEN, JOHN SUVARI, RIVER DEAN, ED MANSFIELD, WALTER TORN, FAY KILMER, VAL BOLGER, ZERO CAGE, NICK WAHLBERG",right_only
293,614,NAME DETECTIVE,A Touching Saga of a Sumo Wrestler And a Cat who must Pursue a Mad Scientist in Nigeria,Games,4.99,178,PG-13,"CATE MCQUEEN, JOHN SUVARI, WARREN JACKMAN",right_only
294,516,LEGEND JEDI,A Awe-Inspiring Epistle of a Pioneer And a Student who must Outgun a Crocodile in The Outback,Music,0.99,59,PG,"CATE MCQUEEN, PENELOPE CRONYN, ANGELA HUDSON, TOM MCKELLEN",right_only
295,671,PERDITION FARGO,A Fast-Paced Story of a Car And a Cat who must Outgun a Hunter in Berlin,Sports,4.99,99,NC-17,"CATE MCQUEEN, RENEE BALL, JOE SWANK, RIP WINSLET, HARRISON BALE",right_only
296,665,PATTON INTERVIEW,A Thrilling Documentary of a Composer And a Secret Agent who must Succumb a Cat in Berlin,Horror,2.99,175,PG,"CATE MCQUEEN, SEAN WILLIAMS, RIP WINSLET, HENRY BERRY, TOM MIRANDA, JOHNNY LOLLOBRIGIDA, WHOOPI HURT, GEOFFREY HESTON, MICHAEL BOLGER",right_only
297,759,SALUTE APOLLO,A Awe-Inspiring Character Study of a Boy And a Feminist who must Sink a Crocodile in Ancient China,New,2.99,73,R,"CATE MCQUEEN, VIVIEN BERGEN, JADA RYDER, SPENCER DEPP",right_only
298,162,CLUELESS BUCKET,A Taut Tale of a Car And a Pioneer who must Conquer a Sumo Wrestler in An Abandoned Fun House,Action,2.99,95,R,"CHARLIZE DENCH, ADAM HOPPER, UMA WOOD, JON CHASE, ALAN DREYFUSS, MORGAN MCDORMAND, CAMERON ZELLWEGER, GINA DEGENERES",right_only
299,488,JOON NORTHWEST,A Thrilling Panorama of a Technical Writer And a Car who must Discover a Forensic Psychologist in A Shark Tank,Sports,0.99,105,NC-17,"CHARLIZE DENCH, ALEC WAYNE",right_only
300,103,BUCKET BROTHERHOOD,A Amazing Display of a Girl And a Womanizer who must Succumb a Lumberjack in A Baloon Factory,Travel,4.99,133,PG,"CHARLIZE DENCH, BURT TEMPLE, GARY PHOENIX, TIM HACKMAN, KIRSTEN AKROYD, RIP CRAWFORD",right_only
301,976,WIND PHANTOM,A Touching Saga of a Madman And a Forensic Psychologist who must Build a Sumo Wrestler in An Abandoned Mine Shaft,Games,0.99,111,R,"CHARLIZE DENCH, ED GUINESS, RENEE BALL",left_only
302,446,HYSTERICAL GRAIL,A Amazing Saga of a Madman And a Dentist who must Build a Car in A Manhattan Penthouse,Sports,4.99,150,PG,"CHARLIZE DENCH, MINNIE ZELLWEGER, WALTER TORN, MEG HAWKE, BURT POSEY, JULIANNE DENCH, MORGAN WILLIAMS, LUCILLE DEE, JAYNE NOLTE",right_only
303,970,WESTWARD SEABISCUIT,A Lacklusture Tale of a Butler And a Husband who must Face a Boy in Ancient China,Classics,0.99,52,NC-17,"CHARLIZE DENCH, PENELOPE PINKETT, VIVIEN BERGEN, PENELOPE GUINESS, KEVIN GARLAND, LUCILLE DEE",right_only
304,976,WIND PHANTOM,A Touching Saga of a Madman And a Forensic Psychologist who must Build a Sumo Wrestler in An Abandoned Mine Shaft,Games,0.99,111,R,"CHARLIZE DENCH, RENEE BALL, ED GUINESS",right_only
305,564,MASSAGE IMAGE,A Fateful Drama of a Frisbee And a Crocodile who must Vanquish a Dog in The First Manned Space Station,Animation,2.99,161,PG,"CHARLIZE DENCH, RIP CRAWFORD, KEVIN BLOOM, SCARLETT DAMON, ALAN DREYFUSS, KIRSTEN AKROYD, CATE MCQUEEN, MORGAN WILLIAMS, KENNETH HOFFMAN",right_only
306,306,FEATHERS METAL,A Thoughtful Yarn of a Monkey And a Teacher who must Find a Dog in Australia,Games,0.99,104,PG-13,"CHARLIZE DENCH, SCARLETT BENING, JAYNE NOLTE, NICK DEGENERES, MILLA PECK, NATALIE HOPKINS, CHRISTIAN AKROYD, KENNETH PALTROW, WOODY JOLIE",right_only
307,686,PLUTO OLEANDER,A Action-Packed Reflection of a Car And a Moose who must Outgun a Car in A Shark Tank,New,4.99,84,R,"CHRIS BRIDGES, ED MANSFIELD, KIRSTEN PALTROW, BEN WILLIS, HARRISON BALE, KIRSTEN AKROYD, SIDNEY CROWE",right_only
308,990,WORLD LEATHERNECKS,A Unbelieveable Tale of a Pioneer And a Astronaut who must Overcome a Robot in An Abandoned Amusement Park,Horror,0.99,171,PG-13,"CHRIS BRIDGES, JAYNE NEESON, CHRISTIAN NEESON, PENELOPE PINKETT, DEBBIE AKROYD, GARY PHOENIX, VIVIEN BASINGER, SIDNEY CROWE",right_only
309,824,SPARTACUS CHEAPER,A Thrilling Panorama of a Pastry Chef And a Secret Agent who must Overcome a Student in A Manhattan Penthouse,Family,4.99,52,NC-17,"CHRIS BRIDGES, JEFF SILVERSTONE, VIVIEN BASINGER",right_only
310,955,WALLS ARTIST,A Insightful Panorama of a Teacher And a Teacher who must Overcome a Mad Cow in An Abandoned Fun House,Children,4.99,135,PG,"CHRIS BRIDGES, SYLVESTER DERN, HARRISON BALE, ALBERT JOHANSSON, JEFF SILVERSTONE",left_only
311,824,SPARTACUS CHEAPER,A Thrilling Panorama of a Pastry Chef And a Secret Agent who must Overcome a Student in A Manhattan Penthouse,Family,4.99,52,NC-17,"CHRIS BRIDGES, VIVIEN BASINGER, JEFF SILVERSTONE",left_only
312,579,MINDS TRUMAN,A Taut Yarn of a Mad Scientist And a Crocodile who must Outgun a Database Administrator in A Monastery,Action,4.99,149,PG-13,"CHRIS DEPP, ANNE CRONYN, BURT POSEY, SCARLETT DAMON, MATTHEW CARREY, JULIA ZELLWEGER",right_only
