,payment_id,customer_id,staff_id,rental_id,amount,payment_date,last_update,_merge
8705,5350,197,2,13913,3.99,2005-08-20 16:37:35,2006-02-15 22:14:02,right_only
8706,5350,197,2,13913,3.99,2005-08-20 16:37:35,2006-02-15 22:14:02,left_only
8707,6412,237,2,13914,6.99,2005-08-20 16:38:57,2006-02-15 22:14:38,right_only
8708,6412,237,2,13914,6.99,2005-08-20 16:38:57,2006-02-15 22:14:38,left_only
8709,3499,129,1,13915,4.99,2005-08-20 16:42:53,2006-02-15 22:13:16,right_only
8710,3499,129,1,13915,4.99,2005-08-20 16:42:53,2006-02-15 22:13:16,left_only
8711,8210,302,1,13916,2.99,2005-08-20 16:43:02,2006-02-15 22:15:45,right_only
8712,8210,302,1,13916,2.99,2005-08-20 16:43:02,2006-02-15 22:15:45,left_only
8713,277,10,2,13917,2.99,2005-08-20 16:43:28,2006-02-15 22:12:31,right_only
8714,277,10,2,13917,2.99,2005-08-20 16:43:28,2006-02-15 22:12:31,left_only
8715,6711,248,1,13918,0.99,2005-08-20 16:47:32,2006-02-15 22:14:48,right_only
8716,6711,248,1,13918,0.99,2005-08-20 16:47:32,2006-02-15 22:14:48,left_only
8717,3500,129,1,13919,4.99,2005-08-20 16:47:34,2006-02-15 22:13:16,right_only
8718,3500,129,1,13919,4.99,2005-08-20 16:47:34,2006-02-15 22:13:16,left_only
8719,12419,460,2,1392,0.99,2005-06-15 16:12:27,2006-02-15 22:19:19,right_only
8720,12419,460,2,1392,0.99,2005-06-15 16:12:27,2006-02-15 22:19:19,left_only
8721,12436,460,2,13920,5.99,2005-08-20 16:51:18,2006-02-15 22:19:19,right_only
8722,12436,460,2,13920,5.99,2005-08-20 16:51:18,2006-02-15 22:19:19,left_only
8723,1641,59,2,13921,4.99,2005-08-20 16:57:11,2006-02-15 22:12:44,right_only
8724,1641,59,2,13921,4.99,2005-08-20 16:57:11,2006-02-15 22:12:44,left_only
8725,6413,237,2,13922,6.99,2005-08-20 17:02:37,2006-02-15 22:14:38,right_only
8726,6413,237,2,13922,6.99,2005-08-20 17:02:37,2006-02-15 22:14:38,left_only
8727,15760,588,1,13923,1.99,2005-08-20 17:05:02,2006-02-15 22:23:03,right_only
8728,15760,588,1,13923,1.99,2005-08-20 17:05:02,2006-02-15 22:23:03,left_only
8729,11995,444,1,13924,0.99,2005-08-20 17:05:18,2006-02-15 22:18:55,right_only
8730,11995,444,1,13924,0.99,2005-08-20 17:05:18,2006-02-15 22:18:55,left_only
8731,15153,565,1,13925,8.99,2005-08-20 17:05:34,2006-02-15 22:22:11,right_only
8732,15153,565,1,13925,8.99,2005-08-20 17:05:34,2006-02-15 22:22:11,left_only
8733,4319,158,1,13926,2.99,2005-08-20 17:09:27,2006-02-15 22:13:35,right_only
8734,4319,158,1,13926,2.99,2005-08-20 17:09:27,2006-02-15 22:13:35,left_only
8735,11288,417,1,13927,1.99,2005-08-20 17:11:58,2006-02-15 22:18:16,right_only
8736,11288,417,1,13927,1.99,2005-08-20 17:11:58,2006-02-15 22:18:16,left_only
8737,6616,244,1,13928,0.99,2005-08-20 17:12:28,2006-02-15 22:14:45,right_only
8738,6616,244,1,13928,0.99,2005-08-20 17:12:28,2006-02-15 22:14:45,left_only
8739,1590,57,2,13929,9.99,2005-08-20 17:13:48,2006-02-15 22:12:44,right_only
8740,1590,57,2,13929,9.99,2005-08-20 17:13:48,2006-02-15 22:12:44,left_only
8741,4800,177,1,1393,2.99,2005-06-15 16:12:50,2006-02-15 22:13:46,right_only
8742,4800,177,1,1393,2.99,2005-06-15 16:12:50,2006-02-15 22:13:46,left_only
8743,1614,58,1,13930,2.99,2005-08-20 17:15:06,2006-02-15 22:12:44,right_only
8744,1614,58,1,13930,2.99,2005-08-20 17:15:06,2006-02-15 22:12:44,left_only
8745,904,32,1,13931,1.99,2005-08-20 17:16:10,2006-02-15 22:12:36,right_only
8746,904,32,1,13931,1.99,2005-08-20 17:16:10,2006-02-15 22:12:36,left_only
8747,11911,441,1,13932,4.99,2005-08-20 17:17:00,2006-02-15 22:18:50,right_only
8748,11911,441,1,13932,4.99,2005-08-20 17:17:00,2006-02-15 22:18:50,left_only
8749,4342,159,1,13933,0.99,2005-08-20 17:17:07,2006-02-15 22:13:35,right_only
8750,4342,159,1,13933,0.99,2005-08-20 17:17:07,2006-02-15 22:13:35,left_only
8751,12352,457,2,13934,0.99,2005-08-20 17:18:48,2006-02-15 22:19:15,right_only
8752,12352,457,2,13934,0.99,2005-08-20 17:18:48,2006-02-15 22:19:15,left_only
8753,5563,205,1,13935,2.99,2005-08-20 17:20:49,2006-02-15 22:14:08,right_only
8754,5563,205,1,13935,2.99,2005-08-20 17:20:49,2006-02-15 22:14:08,left_only
8755,9855,364,2,13936,0.99,2005-08-20 17:22:35,2006-02-15 22:17:00,right_only
8756,9855,364,2,13936,0.99,2005-08-20 17:22:35,2006-02-15 22:17:00,left_only
8757,4684,172,2,13937,4.99,2005-08-20 17:22:51,2006-02-15 22:13:44,right_only
8758,4684,172,2,13937,4.99,2005-08-20 17:22:51,2006-02-15 22:13:44,left_only
8759,12522,463,2,13938,4.99,2005-08-20 17:24:45,2006-02-15 22:19:24,right_only
8760,12522,463,2,13938,4.99,2005-08-20 17:24:45,2006-02-15 22:19:24,left_only
8761,15686,585,2,13939,0.99,2005-08-20 17:28:01,2006-02-15 22:22:48,right_only
8762,15686,585,2,13939,0.99,2005-08-20 17:28:01,2006-02-15 22:22:48,left_only
8763,7245,268,1,1394,2.99,2005-06-15 16:17:21,2006-02-15 22:15:07,right_only
8764,7245,268,1,1394,2.99,2005-06-15 16:17:21,2006-02-15 22:15:07,left_only
8765,5097,187,2,13940,8.99,2005-08-20 17:28:57,2006-02-15 22:13:55,right_only
8766,5097,187,2,13940,8.99,2005-08-20 17:28:57,2006-02-15 22:13:55,left_only
8767,12884,476,1,13941,0.99,2006-02-14 15:16:03,2006-02-15 22:19:46,right_only
8768,12884,476,1,13941,0.99,2006-02-14 15:16:03,2006-02-15 22:19:46,left_only
8769,5745,211,2,13942,2.99,2005-08-20 17:30:52,2006-02-15 22:14:13,right_only
8770,5745,211,2,13942,2.99,2005-08-20 17:30:52,2006-02-15 22:14:13,left_only
8771,12538,464,2,13943,2.99,2005-08-20 17:31:18,2006-02-15 22:19:25,right_only
8772,12538,464,2,13943,2.99,2005-08-20 17:31:18,2006-02-15 22:19:25,left_only
8773,11057,408,1,13944,2.99,2005-08-20 17:41:16,2006-02-15 22:18:02,right_only
8774,11057,408,1,13944,2.99,2005-08-20 17:41:16,2006-02-15 22:18:02,left_only
8775,7326,270,2,13945,1.99,2005-08-20 17:43:56,2006-02-15 22:15:10,right_only
8776,7326,270,2,13945,1.99,2005-08-20 17:43:56,2006-02-15 22:15:10,left_only
8777,14254,529,2,13946,9.99,2005-08-20 17:44:32,2006-02-15 22:21:11,right_only
8778,14254,529,2,13946,9.99,2005-08-20 17:44:32,2006-02-15 22:21:11,left_only
8779,5919,218,2,13947,5.99,2005-08-20 17:46:06,2006-02-15 22:14:18,right_only
8780,5919,218,2,13947,5.99,2005-08-20 17:46:06,2006-02-15 22:14:18,left_only
8781,11114,410,2,13948,6.99,2005-08-20 17:50:48,2006-02-15 22:18:06,right_only
8782,11114,410,2,13948,6.99,2005-08-20 17:50:48,2006-02-15 22:18:06,left_only
8783,949,34,2,13949,2.99,2005-08-20 17:55:13,2006-02-15 22:12:37,right_only
8784,949,34,2,13949,2.99,2005-08-20 17:55:13,2006-02-15 22:12:37,left_only
8785,6790,252,1,1395,5.99,2005-06-15 16:21:04,2006-02-15 22:14:51,right_only
8786,6790,252,1,1395,5.99,2005-06-15 16:21:04,2006-02-15 22:14:51,left_only
8787,2547,93,1,13950,8.99,2005-08-20 17:58:00,2006-02-15 22:12:57,right_only
8788,2547,93,1,13950,8.99,2005-08-20 17:58:00,2006-02-15 22:12:57,left_only
8789,1121,40,1,13951,2.99,2005-08-20 17:58:11,2006-02-15 22:12:38,right_only
8790,1121,40,1,13951,2.99,2005-08-20 17:58:11,2006-02-15 22:12:38,left_only
8791,5417,199,2,13952,2.99,2006-02-14 15:16:03,2006-02-15 22:14:04,right_only
8792,5417,199,2,13952,2.99,2006-02-14 15:16:03,2006-02-15 22:14:04,left_only
8793,10050,371,2,13953,4.99,2005-08-20 18:00:37,2006-02-15 22:17:09,right_only
8794,10050,371,2,13953,4.99,2005-08-20 18:00:37,2006-02-15 22:17:09,left_only
8795,5628,207,2,13954,3.99,2005-08-20 18:02:41,2006-02-15 22:14:09,right_only
8796,5628,207,2,13954,3.99,2005-08-20 18:02:41,2006-02-15 22:14:09,left_only
8797,7396,273,1,13955,5.99,2005-08-20 18:05:12,2006-02-15 22:15:12,right_only
8798,7396,273,1,13955,5.99,2005-08-20 18:05:12,2006-02-15 22:15:12,left_only
8799,13082,484,2,13956,3.99,2005-08-20 18:08:19,2006-02-15 22:19:57,right_only
8800,13082,484,2,13956,3.99,2005-08-20 18:08:19,2006-02-15 22:19:57,left_only
8801,4887,179,2,13957,0.99,2005-08-20 18:09:04,2006-02-15 22:13:49,right_only
8802,4887,179,2,13957,0.99,2005-08-20 18:09:04,2006-02-15 22:13:49,left_only
8803,922,33,1,13958,7.99,2005-08-20 18:11:44,2006-02-15 22:12:36,right_only
8804,922,33,1,13958,7.99,2005-08-20 18:11:44,2006-02-15 22:12:36,left_only
8805,3851,142,1,13959,0.99,2005-08-20 18:16:21,2006-02-15 22:13:23,right_only
8806,3851,142,1,13959,0.99,2005-08-20 18:16:21,2006-02-15 22:13:23,left_only
8807,2771,103,2,1396,4.99,2005-06-15 16:22:38,2006-02-15 22:13:01,right_only
8808,2771,103,2,1396,4.99,2005-06-15 16:22:38,2006-02-15 22:13:01,left_only
8809,12409,459,2,13960,10.99,2005-08-20 18:16:26,2006-02-15 22:19:18,right_only
8810,12409,459,2,13960,10.99,2005-08-20 18:16:26,2006-02-15 22:19:18,left_only
8811,3501,129,1,13961,0.99,2005-08-20 18:16:34,2006-02-15 22:13:16,right_only
8812,3501,129,1,13961,0.99,2005-08-20 18:16:34,2006-02-15 22:13:16,left_only
8813,9429,348,1,13962,1.99,2005-08-20 18:18:06,2006-02-15 22:16:40,right_only
8814,9429,348,1,13962,1.99,2005-08-20 18:18:06,2006-02-15 22:16:40,left_only
8815,9971,368,2,13963,1.99,2005-08-20 18:20:18,2006-02-15 22:17:05,right_only
8816,9971,368,2,13963,1.99,2005-08-20 18:20:18,2006-02-15 22:17:05,left_only
8817,3465,128,2,13964,2.99,2005-08-20 18:24:26,2006-02-15 22:13:15,right_only
8818,3465,128,2,13964,2.99,2005-08-20 18:24:26,2006-02-15 22:13:15,left_only
8819,8778,324,2,13965,2.99,2006-02-14 15:16:03,2006-02-15 22:16:08,right_only
8820,8778,324,2,13965,2.99,2006-02-14 15:16:03,2006-02-15 22:16:08,left_only
8821,7038,260,1,13966,2.99,2005-08-20 18:28:28,2006-02-15 22:14:59,right_only
8822,7038,260,1,13966,2.99,2005-08-20 18:28:28,2006-02-15 22:14:59,left_only
8823,12410,459,1,13967,4.99,2005-08-20 18:28:46,2006-02-15 22:19:18,right_only
8824,12410,459,1,13967,4.99,2005-08-20 18:28:46,2006-02-15 22:19:18,left_only
8825,417,15,2,13968,0.00,2006-02-14 15:16:03,2006-02-15 22:12:32,right_only
8826,417,15,2,13968,0.00,2006-02-14 15:16:03,2006-02-15 22:12:32,left_only
8827,6414,237,2,13969,6.99,2005-08-20 18:42:40,2006-02-15 22:14:38,right_only
8828,6414,237,2,13969,6.99,2005-08-20 18:42:40,2006-02-15 22:14:38,left_only
8829,11972,444,2,1397,3.99,2005-06-15 16:25:26,2006-02-15 22:18:53,right_only
8830,11972,444,2,1397,3.99,2005-06-15 16:25:26,2006-02-15 22:18:53,left_only
8831,11319,418,1,13970,0.99,2005-08-20 18:43:34,2006-02-15 22:18:18,right_only
8832,11319,418,1,13970,0.99,2005-08-20 18:43:34,2006-02-15 22:18:18,left_only
8833,1763,64,1,13971,0.99,2005-08-20 18:44:53,2006-02-15 22:12:46,right_only
8834,1763,64,1,13971,0.99,2005-08-20 18:44:53,2006-02-15 22:12:46,left_only
8835,14848,553,1,13972,2.99,2005-08-20 18:52:17,2006-02-15 22:21:50,right_only
8836,14848,553,1,13972,2.99,2005-08-20 18:52:17,2006-02-15 22:21:50,left_only
8837,1615,58,2,13973,4.99,2005-08-20 18:52:43,2006-02-15 22:12:44,right_only
8838,1615,58,2,13973,4.99,2005-08-20 18:52:43,2006-02-15 22:12:44,left_only
8839,12955,479,1,13974,2.99,2005-08-20 18:54:59,2006-02-15 22:19:50,right_only
8840,12955,479,1,13974,2.99,2005-08-20 18:54:59,2006-02-15 22:19:50,left_only
8841,7758,286,1,13975,4.99,2005-08-20 18:58:23,2006-02-15 22:15:27,right_only
8842,7758,286,1,13975,4.99,2005-08-20 18:58:23,2006-02-15 22:15:27,left_only
8843,7548,278,2,13976,0.99,2005-08-20 19:02:16,2006-02-15 22:15:19,right_only
8844,7548,278,2,13976,0.99,2005-08-20 19:02:16,2006-02-15 22:15:19,left_only
8845,3117,115,2,13977,0.99,2005-08-20 19:02:34,2006-02-15 22:13:08,right_only
8846,3117,115,2,13977,0.99,2005-08-20 19:02:34,2006-02-15 22:13:08,left_only
8847,7039,260,2,13978,0.99,2005-08-20 19:03:25,2006-02-15 22:14:59,right_only
8848,7039,260,2,13978,0.99,2005-08-20 19:03:25,2006-02-15 22:14:59,left_only
8849,5746,211,1,13979,2.99,2005-08-20 19:03:49,2006-02-15 22:14:13,right_only
8850,5746,211,1,13979,2.99,2005-08-20 19:03:49,2006-02-15 22:14:13,left_only
8851,14181,527,1,1398,2.99,2005-06-15 16:28:42,2006-02-15 22:21:06,right_only
8852,14181,527,1,1398,2.99,2005-06-15 16:28:42,2006-02-15 22:21:06,left_only
8853,10616,391,1,13980,2.99,2005-08-20 19:04:40,2006-02-15 22:17:37,right_only
8854,10616,391,1,13980,2.99,2005-08-20 19:04:40,2006-02-15 22:17:37,left_only
8855,6734,249,2,13981,4.99,2005-08-20 19:07:20,2006-02-15 22:14:49,right_only
8856,6734,249,2,13981,4.99,2005-08-20 19:07:20,2006-02-15 22:14:49,left_only
8857,12107,448,1,13982,3.99,2005-08-20 19:08:25,2006-02-15 22:19:01,right_only
8858,12107,448,1,13982,3.99,2005-08-20 19:08:25,2006-02-15 22:19:01,left_only
8859,6240,231,2,13983,6.99,2005-08-20 19:08:32,2006-02-15 22:14:32,right_only
8860,6240,231,2,13983,6.99,2005-08-20 19:08:32,2006-02-15 22:14:32,left_only
8861,12805,473,2,13984,4.99,2005-08-20 19:12:30,2006-02-15 22:19:41,right_only
8862,12805,473,2,13984,4.99,2005-08-20 19:12:30,2006-02-15 22:19:41,left_only
8863,9181,339,1,13985,0.99,2005-08-20 19:13:06,2006-02-15 22:16:27,right_only
8864,9181,339,1,13985,0.99,2005-08-20 19:13:06,2006-02-15 22:16:27,left_only
8865,4153,152,1,13986,0.99,2005-08-20 19:13:23,2006-02-15 22:13:31,right_only
8866,4153,152,1,13986,0.99,2005-08-20 19:13:23,2006-02-15 22:13:31,left_only
8867,6674,246,1,13987,4.99,2005-08-20 19:19:30,2006-02-15 22:14:47,right_only
8868,6674,246,1,13987,4.99,2005-08-20 19:19:30,2006-02-15 22:14:47,left_only
8869,12578,466,1,13988,4.99,2005-08-20 19:21:28,2006-02-15 22:19:28,right_only
8870,12578,466,1,13988,4.99,2005-08-20 19:21:28,2006-02-15 22:19:28,left_only
8871,6807,252,2,13989,5.99,2005-08-20 19:27:50,2006-02-15 22:14:51,right_only
8872,6807,252,2,13989,5.99,2005-08-20 19:27:50,2006-02-15 22:14:51,left_only
8873,12655,469,2,1399,0.99,2005-06-15 16:29:51,2006-02-15 22:19:32,right_only
8874,12655,469,2,1399,0.99,2005-06-15 16:29:51,2006-02-15 22:19:32,left_only
8875,13005,481,1,13990,1.99,2005-08-20 19:29:23,2006-02-15 22:19:53,right_only
8876,13005,481,1,13990,1.99,2005-08-20 19:29:23,2006-02-15 22:19:53,left_only
8877,8042,296,1,13991,1.99,2005-08-20 19:29:44,2006-02-15 22:15:38,right_only
8878,8042,296,1,13991,1.99,2005-08-20 19:29:44,2006-02-15 22:15:38,left_only
8879,3677,136,2,13992,4.99,2005-08-20 19:30:35,2006-02-15 22:13:19,right_only
8880,3677,136,2,13992,4.99,2005-08-20 19:30:35,2006-02-15 22:13:19,left_only
8881,2548,93,1,13993,4.99,2005-08-20 19:32:29,2006-02-15 22:12:57,right_only
8882,2548,93,1,13993,4.99,2005-08-20 19:32:29,2006-02-15 22:12:57,left_only
8883,4909,180,1,13994,2.99,2005-08-20 19:33:21,2006-02-15 22:13:49,right_only
8884,4909,180,1,13994,2.99,2005-08-20 19:33:21,2006-02-15 22:13:49,left_only
8885,10338,381,2,13995,2.99,2005-08-20 19:34:43,2006-02-15 22:17:23,right_only
8886,10338,381,2,13995,2.99,2005-08-20 19:34:43,2006-02-15 22:17:23,left_only
8887,8323,306,1,13996,4.99,2005-08-20 19:45:43,2006-02-15 22:15:49,right_only
8888,8323,306,1,13996,4.99,2005-08-20 19:45:43,2006-02-15 22:15:49,left_only
8889,4758,175,2,13997,6.99,2005-08-20 19:51:28,2006-02-15 22:13:45,right_only
8890,4758,175,2,13997,6.99,2005-08-20 19:51:28,2006-02-15 22:13:45,left_only
8891,14278,530,1,13998,5.99,2005-08-20 19:52:38,2006-02-15 22:21:12,right_only
8892,14278,530,1,13998,5.99,2005-08-20 19:52:38,2006-02-15 22:21:12,left_only
8893,6472,239,2,13999,3.99,2005-08-20 19:53:32,2006-02-15 22:14:40,right_only
8894,6472,239,2,13999,3.99,2005-08-20 19:53:32,2006-02-15 22:14:40,left_only
8895,12025,446,2,14,0.99,2005-05-25 00:31:15,2006-02-15 22:18:56,right_only
8896,12025,446,2,14,0.99,2005-05-25 00:31:15,2006-02-15 22:18:56,left_only
8897,9551,354,1,140,0.99,2005-05-25 23:34:22,2006-02-15 22:16:45,right_only
8898,9551,354,1,140,0.99,2005-05-25 23:34:22,2006-02-15 22:16:45,left_only
8899,15291,571,2,1400,3.99,2005-06-15 16:29:56,2006-02-15 22:22:20,right_only
8900,15291,571,2,1400,3.99,2005-06-15 16:29:56,2006-02-15 22:22:20,left_only
8901,7491,276,1,14000,4.99,2005-08-20 20:06:05,2006-02-15 22:15:16,right_only
8902,7491,276,1,14000,4.99,2005-08-20 20:06:05,2006-02-15 22:15:16,left_only
8903,3248,120,1,14001,2.99,2005-08-20 20:07:15,2006-02-15 22:13:10,right_only
8904,3248,120,1,14001,2.99,2005-08-20 20:07:15,2006-02-15 22:13:10,left_only
8905,923,33,1,14002,0.99,2005-08-20 20:12:19,2006-02-15 22:12:36,right_only
8906,923,33,1,14002,0.99,2005-08-20 20:12:19,2006-02-15 22:12:36,left_only
8907,6912,256,1,14003,6.99,2005-08-20 20:16:06,2006-02-15 22:14:55,right_only
8908,6912,256,1,14003,6.99,2005-08-20 20:16:06,2006-02-15 22:14:55,left_only
8909,9683,358,1,14004,7.99,2005-08-20 20:16:35,2006-02-15 22:16:51,right_only
8910,9683,358,1,14004,7.99,2005-08-20 20:16:35,2006-02-15 22:16:51,left_only
8911,3662,135,1,14005,0.99,2005-08-20 20:19:05,2006-02-15 22:13:19,right_only
8912,3662,135,1,14005,0.99,2005-08-20 20:19:05,2006-02-15 22:13:19,left_only
8913,5066,186,1,14006,2.99,2005-08-20 20:21:36,2006-02-15 22:13:54,right_only
8914,5066,186,1,14006,2.99,2005-08-20 20:21:36,2006-02-15 22:13:54,left_only
8915,7701,284,1,14007,5.99,2005-08-20 20:22:47,2006-02-15 22:15:25,right_only
8916,7701,284,1,14007,5.99,2005-08-20 20:22:47,2006-02-15 22:15:25,left_only
8917,15013,560,2,14008,5.99,2005-08-20 20:26:00,2006-02-15 22:22:01,right_only
8918,15013,560,2,14008,5.99,2005-08-20 20:26:00,2006-02-15 22:22:01,left_only
8919,10362,382,1,14009,4.99,2005-08-20 20:26:53,2006-02-15 22:17:24,right_only
8920,10362,382,1,14009,4.99,2005-08-20 20:26:53,2006-02-15 22:17:24,left_only
8921,9882,366,2,1401,1.99,2005-06-15 16:30:22,2006-02-15 22:17:01,right_only
8922,9882,366,2,1401,1.99,2005-06-15 16:30:22,2006-02-15 22:17:01,left_only
8923,14472,537,1,14010,4.99,2005-08-20 20:29:46,2006-02-15 22:21:25,right_only
8924,14472,537,1,14010,4.99,2005-08-20 20:29:46,2006-02-15 22:21:25,left_only
8925,10264,379,1,14011,5.99,2005-08-20 20:32:56,2006-02-15 22:17:19,right_only
8926,10264,379,1,14011,5.99,2005-08-20 20:32:56,2006-02-15 22:17:19,left_only
8927,7428,274,1,14012,0.99,2005-08-20 20:42:12,2006-02-15 22:15:13,right_only
8928,7428,274,1,14012,0.99,2005-08-20 20:42:12,2006-02-15 22:15:13,left_only
8929,13372,496,2,14013,6.99,2005-08-20 20:42:50,2006-02-15 22:20:15,right_only
8930,13372,496,2,14013,6.99,2005-08-20 20:42:50,2006-02-15 22:20:15,left_only
8931,9063,335,1,14014,2.99,2005-08-20 20:47:09,2006-02-15 22:16:21,right_only
8932,9063,335,1,14014,2.99,2005-08-20 20:47:09,2006-02-15 22:16:21,left_only
8933,14868,554,2,14015,2.99,2005-08-20 20:47:43,2006-02-15 22:21:51,right_only
8934,14868,554,2,14015,2.99,2005-08-20 20:47:43,2006-02-15 22:21:51,left_only
8935,5973,220,2,14016,4.99,2005-08-20 20:52:03,2006-02-15 22:14:20,right_only
8936,5973,220,2,14016,4.99,2005-08-20 20:52:03,2006-02-15 22:14:20,left_only
8937,6216,230,2,14017,0.99,2005-08-20 20:55:32,2006-02-15 22:14:31,right_only
8938,6216,230,2,14017,0.99,2005-08-20 20:55:32,2006-02-15 22:14:31,left_only
8939,14371,533,2,14018,2.99,2006-02-14 15:16:03,2006-02-15 22:21:18,right_only
8940,14371,533,2,14018,2.99,2006-02-14 15:16:03,2006-02-15 22:21:18,left_only
8941,5493,202,1,14019,3.99,2005-08-20 20:59:15,2006-02-15 22:14:06,right_only
8942,5493,202,1,14019,3.99,2005-08-20 20:59:15,2006-02-15 22:14:06,left_only
8943,10310,381,1,1402,3.99,2005-06-15 16:31:08,2006-02-15 22:17:22,right_only
8944,10310,381,1,1402,3.99,2005-06-15 16:31:08,2006-02-15 22:17:22,left_only
8945,1967,72,1,14020,0.99,2005-08-20 20:59:43,2006-02-15 22:12:48,right_only
8946,1967,72,1,14020,0.99,2005-08-20 20:59:43,2006-02-15 22:12:48,left_only
8947,4003,147,2,14021,4.99,2005-08-20 21:02:12,2006-02-15 22:13:27,right_only
8948,4003,147,2,14021,4.99,2005-08-20 21:02:12,2006-02-15 22:13:27,left_only
8949,4627,170,2,14022,8.99,2005-08-20 21:08:49,2006-02-15 22:13:42,right_only
8950,4627,170,2,14022,8.99,2005-08-20 21:08:49,2006-02-15 22:13:42,left_only
8951,8266,304,1,14023,0.99,2005-08-20 21:10:32,2006-02-15 22:15:47,right_only
8952,8266,304,1,14023,0.99,2005-08-20 21:10:32,2006-02-15 22:15:47,left_only
8953,2383,87,2,14024,10.99,2005-08-20 21:13:58,2006-02-15 22:12:54,right_only
8954,2383,87,2,14024,10.99,2005-08-20 21:13:58,2006-02-15 22:12:54,left_only
8955,1028,37,2,14025,8.99,2005-08-20 21:19:36,2006-02-15 22:12:37,right_only
8956,1028,37,2,14025,8.99,2005-08-20 21:19:36,2006-02-15 22:12:37,left_only
8957,6241,231,1,14026,0.99,2005-08-20 21:21:08,2006-02-15 22:14:32,right_only
8958,6241,231,1,14026,0.99,2005-08-20 21:21:08,2006-02-15 22:14:32,left_only
8959,11663,432,1,14027,2.99,2005-08-20 21:21:34,2006-02-15 22:18:36,right_only
8960,11663,432,1,14027,2.99,2005-08-20 21:21:34,2006-02-15 22:18:36,left_only
8961,4320,158,2,14028,0.99,2005-08-20 21:23:03,2006-02-15 22:13:35,right_only
8962,4320,158,2,14028,0.99,2005-08-20 21:23:03,2006-02-15 22:13:35,left_only
8963,5943,219,2,14029,0.99,2005-08-20 21:23:11,2006-02-15 22:14:19,right_only
8964,5943,219,2,14029,0.99,2005-08-20 21:23:11,2006-02-15 22:14:19,left_only
8965,14663,546,2,1403,0.99,2005-06-15 16:31:59,2006-02-15 22:21:38,right_only
8966,14663,546,2,1403,0.99,2005-06-15 16:31:59,2006-02-15 22:21:38,left_only
8967,3434,127,2,14030,2.99,2005-08-20 21:23:54,2006-02-15 22:13:14,right_only
8968,3434,127,2,14030,2.99,2005-08-20 21:23:54,2006-02-15 22:13:14,left_only
8969,9768,361,2,14031,0.99,2005-08-20 21:24:24,2006-02-15 22:16:55,right_only
8970,9768,361,2,14031,0.99,2005-08-20 21:24:24,2006-02-15 22:16:55,left_only
8971,8604,317,1,14032,5.99,2005-08-20 21:26:55,2006-02-15 22:16:01,right_only
8972,8604,317,1,14032,5.99,2005-08-20 21:26:55,2006-02-15 22:16:01,left_only
8973,6585,243,1,14033,2.99,2005-08-20 21:30:53,2006-02-15 22:14:44,right_only
8974,6585,243,1,14033,2.99,2005-08-20 21:30:53,2006-02-15 22:14:44,left_only
8975,5439,200,1,14034,10.99,2005-08-20 21:31:52,2006-02-15 22:14:04,right_only
8976,5439,200,1,14034,10.99,2005-08-20 21:31:52,2006-02-15 22:14:04,left_only
8977,7040,260,2,14035,2.99,2005-08-20 21:31:58,2006-02-15 22:14:59,right_only
8978,7040,260,2,14035,2.99,2005-08-20 21:31:58,2006-02-15 22:14:59,left_only
8979,6913,256,2,14036,4.99,2005-08-20 21:35:27,2006-02-15 22:14:55,right_only
8980,6913,256,2,14036,4.99,2005-08-20 21:35:27,2006-02-15 22:14:55,left_only
8981,10082,372,2,14037,9.99,2005-08-20 21:35:58,2006-02-15 22:17:11,right_only
8982,10082,372,2,14037,9.99,2005-08-20 21:35:58,2006-02-15 22:17:11,left_only
8983,15786,589,1,14038,6.99,2005-08-20 21:39:23,2006-02-15 22:23:10,right_only
8984,15786,589,1,14038,6.99,2005-08-20 21:39:23,2006-02-15 22:23:10,left_only
8985,10389,383,2,14039,4.99,2005-08-20 21:39:43,2006-02-15 22:17:26,right_only
8986,10389,383,2,14039,4.99,2005-08-20 21:39:43,2006-02-15 22:17:26,left_only
8987,10155,375,2,1404,2.99,2005-06-15 16:38:53,2006-02-15 22:17:14,right_only
8988,10155,375,2,1404,2.99,2005-06-15 16:38:53,2006-02-15 22:17:14,left_only
8989,464,17,1,14040,2.99,2005-08-20 21:43:44,2006-02-15 22:12:32,right_only
8990,464,17,1,14040,2.99,2005-08-20 21:43:44,2006-02-15 22:12:32,left_only
8991,6697,247,1,14041,4.99,2005-08-20 21:45:23,2006-02-15 22:14:47,right_only
8992,6697,247,1,14041,4.99,2005-08-20 21:45:23,2006-02-15 22:14:47,left_only
8993,8720,322,2,14042,4.99,2005-08-20 21:45:51,2006-02-15 22:16:06,right_only
8994,8720,322,2,14042,4.99,2005-08-20 21:45:51,2006-02-15 22:16:06,left_only
8995,15704,586,2,14043,2.99,2005-08-20 21:46:43,2006-02-15 22:22:50,right_only
8996,15704,586,2,14043,2.99,2005-08-20 21:46:43,2006-02-15 22:22:50,left_only
8997,3947,145,2,14044,5.99,2005-08-20 21:48:38,2006-02-15 22:13:26,right_only
8998,3947,145,2,14044,5.99,2005-08-20 21:48:38,2006-02-15 22:13:26,left_only
8999,13728,509,2,14045,4.99,2005-08-20 21:50:11,2006-02-15 22:20:37,right_only
9000,13728,509,2,14045,4.99,2005-08-20 21:50:11,2006-02-15 22:20:37,left_only
9001,14112,524,2,14046,4.99,2005-08-20 21:53:21,2006-02-15 22:21:01,right_only
